federal_provider_number,facility_name,address,city,state,zip_code,county_name,phone_number,CMS Certification Number (CCN)_x,Preventable Readmission Rate,Discharge to Community Rate,Medicare Spending Per Beneficiary (MSPB),Medication Review Rate,Fall with Major Injury Rate,Self-Care at Discharge,Mobility at Discharge,Pressure Ulcer Rate,Healthcare-Associated Infection Rate,CMS Certification Number (CCN)_y,Patient Volume,latitude,longitude,geocode_source,google_place_id,google_name,google_rating,google_rating_count,recent_avg_rating,recent_review_count,recent_reviews,Distance to Bristol Regional Medical Center (mi),Distance to Dickenson Community Hospital (mi),Distance to Franklin Woods Community Hospital (mi),Distance to Greeneville Community Hospital East (mi),Distance to Hancock County Hospital (mi),Distance to Hawkins County Memorial Hospital (mi),Distance to Holston Valley Medical Center (mi),Distance to Indian Path Community Hospital (mi),Distance to Johnson City Medical Center (mi),Distance to Johnson County Community Hospital (mi),Distance to Johnston Memorial Hospital (mi),Distance to Lee County Community Hospital (mi),Distance to Lonesome Pine Hospital (mi),Distance to Norton Community Hospital (mi),Distance to Russell County Hospital (mi),Distance to Smyth County Community Hospital (mi),Distance to Sycamore Shoals Hospital (mi),Distance to Unicoi County Hospital (mi),Pressure Ulcer Rate_Percentile,Fall with Major Injury Rate_Percentile,Preventable Readmission Rate_Percentile,Medicare Spending Per Beneficiary (MSPB)_Percentile,Healthcare-Associated Infection Rate_Percentile,Discharge to Community Rate_Percentile,Medication Review Rate_Percentile,Self-Care at Discharge_Percentile,Mobility at Discharge_Percentile,Composite_Score,Overall_Rank
345319,ELDERBERRY HEALTH CARE,415 ELDERBERRY LANE,MARSHALL,NC,28753,MADISON,(828)252-1790,345319,10.84,49.58,0.94,100.0,0.0,75.5,59.2,1.7,7.01,345319,753.0,35.7979633,-82.65323889999999,google_places,ChIJJUQL-gokWogR4iZ-FdI83GA,"Elderberry Health Care - Skilled Nursing Home, Post Acute Care and Senior Assisted Living",2.6,19,3.4,5,"1★ (a year ago): I wish I never let them put my brother here. He lays in his own bowls until someone finally comes to change it and leaves him in a wheelchair which hurts him badly for hours. This place needs to be sh... | 1★ (3 years ago): Do not place your loved one here, especially if they are disabled or terminally ill.  I could fill a book with the negative experiences. After my Aunt's 2nd hospitalization in 8 months for severe dehy... | 5★ (4 years ago): Elderberry Healthcare took care of both of my parents at separate times during their final months. We met several kind and caring staff and have the highest regard for Dr. Barnhardt. Karen Cutshall al... | 5★ (8 years ago): My Aunt was there for 6 years they was so good to her. My brother-in law broke his hip a year ago & had to go for therapy they were real good to him. Last week he was in the hospital again & he wanted... | 5★ (9 years ago): I have first hand experience within multiple areas of this skilled nursing facility. I've never seen nothing less than the most professional, knowledgeable, caring, empathetic and beyond loving, consi...",60.8,92.8,39.3,27.1,60.5,50.3,51.4,51.4,39.3,64.4,84.9,70.5,77.2,78.4,86.7,98.6,44.7,31.7,37.142857142857146,20.714285714285715,64.28571428571429,14.285714285714285,45.714285714285715,52.85714285714286,29.28571428571428,11.428571428571432,22.857142857142854,33.17460317460318,5.0
445024,"NHC HEALTHCARE, JOHNSON CITY",3209 BRISTOL HWY,JOHNSON CITY,TN,37601,WASHINGTON,(423)282-3311,445024,8.09,61.07,1.2,98.7,1.3,50.0,55.1,0.0,4.39,445024,1888.0,36.3667419,-82.3822776,google_places,ChIJqaIsHFZ9WogRFZtV0LQqPFc,NHC HealthCare,3.3,52,3.2,5,"5★ (6 months ago): Lindsey - a tech on nights was amazing to me the night my grandmother passed. The techs and nurses on nights and days over the past two years have all been great. Thank you so much for the care you ga... | 5★ (11 months ago): I have a relative at NHC which requires significant medical care that has been a resident for several months. I couldn’t be happier with the care my loved one receives and he even often comments about... | 1★ (a year ago): Watch out if your loved one is on Medicaid, and they decide they need the bed for a full payer. We give this place one star.  My dear brother Jimmy has dementia. We placed him at NHC Johnson City due ... | 1★ (a year ago): Unhappy with the care my grandmother was given. She was only there a few days and her health declined due to lack of care…the staff were friendly but didn’t seem to fully be attentive to what they wer... | 4★ (a year ago): My precious mother entered the facility in Jan ‘24, after being treated worse than a dog at Holston Valley in Kingsport.  I will never forget the kindness and care that NHC Johnson City gave her the e...",19.1,52.7,4.0,28.7,48.4,34.2,15.5,15.5,4.0,32.2,47.0,56.0,43.9,41.5,44.8,60.2,12.5,12.5,14.285714285714285,60.71428571428571,2.857142857142857,58.57142857142858,1.4285714285714286,17.14285714285714,58.57142857142856,56.42857142857143,30.000000000000004,33.333333333333336,6.0
445077,CHRISTIAN CARE CENTER OF UNICOI COUNTY,100 GREENWAY CIRCLE,ERWIN,TN,37650,UNICOI,(423)743-3141,445077,12.86,66.63,1.23,96.1,3.9,44.4,22.2,2.0,8.66,445077,599.0,36.1336346,-82.4129688,google_places,ChIJk6NlDx9vWogR8DnhlbL7s6Y,Christian Care Center of Unicoi County,4.1,9,3.4,5,"1★ (2 years ago): First and foremost - the staff (nurses and cna’s) were very caring and attentive. And a few of the office staff were also. For those I thank and CC Center should do all they can to retain you!
But the... | 5★ (4 years ago): Great facility and has staff that truly care about the residents that live there. | 1★ (5 years ago): It’s funny how most of the positive reviews are made by administrative staff. The truth is they are understaffed because everyone is quitting due to poor management. A lack of supply’s and a lack of h... | 5★ (5 years ago): My mother is currently a resident at Christian Care Center of Unicoi County . Before covid-19 I visited at different hours of the day and would like to share my observations.
1.The staff are some of t... | 5★ (5 years ago): The employees go above and beyond to make the residents happy and the nursing and therapy staff give excellent care.",34.2,68.7,12.8,23.4,53.3,39.5,29.2,29.2,12.8,39.5,58.7,62.4,57.6,56.5,60.0,72.3,18.4,5.1,48.57142857142857,92.85714285714286,92.14285714285714,62.857142857142854,67.14285714285714,9.999999999999998,81.42857142857143,69.28571428571428,92.85714285714286,68.57142857142857,64.0
445162,"AGAPE REHABILITATION & NURSING CENTER, A WATERS CM",505 N ROAN STREET,JOHNSON CITY,TN,37604,WASHINGTON,(423)975-2000,445162,12.01,36.62,1.44,100.0,0.0,66.7,42.9,0.0,,445162,416.0,36.3201227,-82.35538869999999,google_places,ChIJ0dZdNP18WogRNiK6XvpCBZQ,Agape - A Waters Community,3.7,32,1.8,5,"1★ (2 months ago): Agape Nursing and Rehab in Johnson City is one of the most disturbing places I’ve ever stepped into. I had a family member here recently, and I pulled them out as fast as I possibly could — because I ... | 1★ (6 months ago): This place is sub par at best. The rooms have dirty floors, walls, AC units. The furniture is VERY outdated and not accommodating to larger people. Occasionally there is a smell from human waste perme... | 5★ (9 months ago): My mother at 92 had been in a couple of nursing homes.  Agape was the best there is. The nursing staff is absolutely amazing. The facility is very clean and you never really had oder like some facilit... | 1★ (9 months ago): A few years back I got a phone call from the social worker there asking for my son. She wanted permission for my ex husband to be able to be cremated,  when the time came, without any objection.

Afte... | 1★ (6 years ago): Our family is extremely dissatisfied with the care/services from this business! Lack of bathing our Dad, cleaning his urinal container, dirty bathrooms, unsanitary facilities are forcing us to relocat...",21.1,56.0,0.5,28.6,50.7,36.4,19.0,19.0,0.5,31.4,47.6,58.6,47.4,45.0,47.0,61.1,10.4,9.2,14.285714285714285,20.714285714285715,80.0,85.0,94.28571428571428,84.28571428571429,29.28571428571428,18.571428571428573,52.85714285714286,53.253968253968246,40.0
445174,ORCHARD VIEW POST-ACUTE AND REHABILITATION CENTER,2035 E  STONEBROOK PLACE,KINGSPORT,TN,37660,SULLIVAN,(423)246-8934,445174,9.67,39.78,1.35,100.0,4.3,33.3,22.2,4.9,6.84,445174,581.0,36.554786299999996,-82.5430703,google_places,ChIJS7NzkTGTWogRe_FzcZDOJME,Orchard View Post-Acute and Rehabilitation Center,3.9,116,4.2,5,"5★ (a month ago): Orchardview is exceeding my expectations. I looked at reviews before and wasn't sure how to feel about it. I'm happy with the rehab, Josh is very
knowledgeable and helpful. Rachel, the administrator t... | 5★ (a month ago): I've seen major growth from Orchard view. The staff are helpful, the facility is clean and the food is good and they have variety. I'll continue to monitor as my uncle progresses. | 5★ (2 months ago): I recently had the occasion to visit orchard view. My first impression was a good one. The facility was clean and admin was friendly and welcoming. | 5★ (3 months ago): We’ve had a wonderful experience with Orchard View. The staff is kind, attentive, and truly cares about each resident. The facility is clean and welcoming, and there are always engaging activities. My... | 1★ (6 months ago): I'm a paraplegic, admitted from the hospital on Friday afternoon to Orchard View. My caregiver brought my electric wheelchair & was told that he'd have to take it home until Monday so Physical therapy...",19.8,40.2,19.7,31.4,37.9,24.9,1.5,1.5,19.7,41.6,49.7,43.7,28.2,26.6,40.3,61.3,26.7,27.5,81.42857142857143,94.28571428571428,17.142857142857142,76.42857142857142,42.142857142857146,80.0,29.28571428571428,86.42857142857143,92.85714285714286,66.66666666666667,63.0
445207,WEXFORD HOUSE,2421 JOHN B DENNIS HIGHWAY,KINGSPORT,TN,37660,SULLIVAN,(423)288-3988,445207,10.35,52.2,0.92,100.0,0.0,37.9,44.8,0.0,,445207,744.0,36.5559516,-82.50599,google_places,ChIJ-3_SU3CSWogR5x6C9a0J6YY,Wexford House,3.8,52,4.0,5,"1★ (a week ago): EDIT: DO NOT SEND YOUR FAMILY HERE! We got my Dad OUT of this rehab center. When I arrived to visit, his help button was ON THE FLOOR!! He could not get any help and they didn't notice I had turned on... | 5★ (3 months ago): The Wexford House is an amazing place for my grandma to be! The staff is always friendly, and she is always well taken care of. I feel so blessed to have found somewhere where we feel comfortable leav... | 4★ (3 months ago): I've walked into a few nursing homes looking for 1 for Mom....a couple others has a strong urine smell as soon as you walk into the building....Wexford does NOT have that!! I ""like"" being able to walk... | 5★ (4 months ago): Wexford House is absolutely amazing! The staff is upbeat, caring, and treat everyone like family. The place is clean, cheerful, and full of life. There’s always something fun going on, and you can tel... | 5★ (4 months ago): I recently visited this facility.  It is a beautiful home.  The residents were all smiling and happy.  They seem to really enjoy the activities, saw a group playing cards and others on computer la.  S...",17.8,39.9,18.8,32.6,39.9,27.0,3.3,3.3,18.8,39.6,47.7,45.7,29.2,27.0,38.7,59.4,25.2,26.8,14.285714285714285,20.714285714285715,38.57142857142858,11.428571428571429,94.28571428571428,44.285714285714285,29.28571428571428,78.57142857142857,50.71428571428571,42.460317460317455,21.0
445214,MOUNTAIN CITY CARE & REHABILITATION CENTER,919 MEDICAL PARK DRIVE,MOUNTAIN CITY,TN,37683,JOHNSON,(423)727-7800,445214,9.95,53.15,1.06,100.0,0.0,58.3,45.8,5.6,5.94,445214,537.0,36.4861187,-81.8123165,google_places,ChIJn3P3FttcUIgRWWzQLqY9pnM,Mountain City Care & Rehabilitation Center,3.6,16,2.8,5,"5★ (6 months ago): What an amazing and caring staff that clearly prioritizes the well-being of their residents, creating a warm and supportive environment! | 5★ (a year ago): At Mountain City Care and Rehabilitation Center, our dedicated staff provide compassionate care and kindness and go above and beyond to meet the needs of our residents.
Our facility is a Five-Star rat... | 1★ (2 years ago): Facility is severely short staffed to a point that I’m not sure how folks who reside here are even being took care of. I read these positive reviews and these are mostly staff who work here to help re... | 1★ (2 years ago): While I was eating dinner the cna's came into my room I was sharing with a bedridden roommate, she had a bowel movement and they changed her. This roommate slept all day and insisted on the tv on all ... | 2★ (5 years ago): It is a SHAME this is the only Nursing home facility in Mountain City, TN.  The people there are LAZY !!!  A very close friend of mine was in this facility only a few weeks earlier.  She called her ad...",22.2,55.6,32.4,60.9,78.5,64.9,41.8,41.8,32.4,3.6,19.3,84.5,61.7,54.8,32.4,32.7,23.1,36.4,84.28571428571429,20.714285714285715,24.285714285714285,32.857142857142854,17.142857142857142,37.142857142857146,29.28571428571428,37.857142857142854,47.14285714285714,36.74603174603174,11.0
445215,"HERITAGE CENTER, THE",1026 MCFARLAND STREET,MORRISTOWN,TN,37814,HAMBLEN,(423)581-5100,445215,10.48,54.76,1.06,100.0,1.3,73.1,62.4,2.8,10.07,445215,1946.0,36.2184476,-83.306691,google_places,ChIJ39h3cRCXW4gRPimygc1TznQ,The Heritage Center,4.2,68,5.0,5,"5★ (4 months ago): The staff in therapy are the best. It's the highlight of my day. Everyone is so polite and patient. The time I spend in therapy helps me to not only heal my body, but helps me emotionally and mentally... | 5★ (4 months ago): We have been so happy with my mammas care! Dana and Kelli have been amazing therapist they are kind, caring and gentle! They also are very positive and helped  making her goals a reality. | 5★ (4 months ago): I'm currently receiving  outpatient therapy at The Heritage Center. I have been overjoyed with the progress I have made so far and I know they will continue to work toward my goals. Jason is an excell... | 5★ (4 months ago): I have been a resident two different times at the Heritage Center and each time I was treated with the utmost respect. The staff, including CNA'S, Nurse's, Therapists and the office staff are wonderfu... | 5★ (5 months ago): I'm ashamed it took me a while to leave this review. First I work at The Heritage Center and have for 34 years. I recently had a total knee replacement. Of course I opted to have my outpatient PT at T...",67.3,79.8,53.5,26.8,22.8,25.4,46.9,46.9,53.5,84.6,97.4,31.0,55.6,62.1,88.2,109.6,63.7,53.3,60.71428571428571,60.71428571428571,45.714285714285715,32.857142857142854,81.42857142857143,30.000000000000004,29.28571428571428,14.28571428571429,19.999999999999996,41.666666666666664,20.0
445217,SIGNATURE HEALTHCARE OF ELIZABETHON REHAB & WELLNE,1200 SPRUCE LANE,ELIZABETHTON,TN,37643,CARTER,(423)543-3202,445217,10.35,56.2,1.15,100.0,0.0,50.0,47.2,0.0,6.65,445217,608.0,36.3362638,-82.21077609999999,google_places,ChIJYQ80Ox-AUIgRAM5CeqPa05I,Signature HealthCARE of Elizabethton Rehab & Wellness Center,4.1,24,4.2,5,"5★ (in the last week): I would recommend this Rehab to anybody!. Im here now and have observed many nurses,aides,thearpy.. none have been rude nor make u feel less than. They all work as a team in every department!  The foo... | 5★ (2 months ago): My aunt is currently a resident at this facility, and she is LOVED and CARED for like she were a member of their own family. I have had several family members at this facility in the past. The staff g... | 1★ (9 months ago): My experience with this place is their unfairness with residents. Special food ( not ordered by doctor) . In shared room but space already taken over. Can't even get to sink good to wash hands. One pe... | 5★ (a year ago): Let me start by saying that Signature Healthcare of  Elizabethton is not only a Great Place for your loved one to be, while in need of Extra Care, but the Staff, which includes, Chelsea, Donna, Glenda... | 5★ (2 years ago): My experience with Signature Elizabethton has been very positive. They have an excellent staff and Medical Team. My sister is treated as an individual and everyone is aware of her individual needs. An...",17.9,55.9,8.1,36.6,58.1,43.9,24.0,24.0,8.1,23.3,40.8,65.6,51.1,47.3,43.0,54.4,2.8,12.9,14.285714285714285,20.714285714285715,38.57142857142858,45.714285714285715,38.57142857142858,27.142857142857146,29.28571428571428,56.42857142857143,44.285714285714285,35.0,9.0
445228,LIFE CARE CENTER OF GREENEVILLE,725 CRUM STREET,GREENEVILLE,TN,37743,GREENE,(423)639-8131,445228,11.08,41.33,1.33,100.0,1.1,59.2,49.0,3.5,12.14,445228,1163.0,36.1588608,-82.8186973,google_places,ChIJz7EErZ9OWogRlWO8sDY_htc,Life Care Center of Greeneville,4.1,60,4.2,5,"1★ (a week ago): The hallways smell of urine, employees have bad attitudes, patients are treated horrible, food is awful, the rooms are crowded. Managers do nothing to fix issues. | 5★ (4 months ago): I am the caretaker for a gentleman who received Therapy from Life Care Center Of Greeneville in December after being involved in a car accident.

The therapy he received is second to none, and he was ... | 5★ (8 months ago): I was the photographer for Life Care Center’s annual Prom. It was the sweetest event and you could really tell how much the residents were so excited and enjoying themselves! The facility was so clean... | 5★ (8 months ago): I have had my both my aunt and mother-in-law at Life Care of Greeneville. The care they received was wonderful!  They are both home and thriving thanks to the therapy they received while there.   The ... | 5★ (8 months ago): I cannot say enough good things about Life Care Center of Greeneville. From the moment you walk through the doors, i felt welcomed and reassured. The staff is incredibly kind, professional, and attent...",46.2,70.5,28.0,0.8,34.8,23.7,29.9,29.9,28.0,59.3,75.2,44.8,51.9,54.5,70.6,88.2,37.8,26.1,70.0,55.714285714285715,70.0,74.28571428571429,85.71428571428571,72.85714285714286,29.28571428571428,34.285714285714285,41.42857142857142,59.285714285714285,54.0
445237,CHURCH HILL POST-ACUTE AND REHABILITATION CENTER,701 WEST MAIN BLVD,CHURCH HILL,TN,37642,HAWKINS,(423)357-7178,445237,11.07,45.63,1.35,100.0,0.0,42.9,31.0,2.7,6.46,445237,813.0,36.521622199999996,-82.7334298,google_places,ChIJMV8Hc4H6WogRkApkELrSUhQ,Church Hill Post-Acute and Rehabilitation Center,4.0,66,4.4,5,"5★ (a year ago): My brother was a patient for a few months. The love and compassion he ws shown was amazing.He passed on September 6. I cannot thank the family he had there enough. They treated him like their own fami... | 5★ (a year ago): Church hill nursing home has been soo great with working to help me and my sick daughter. They've been there every time I needed them and they always will be . Their All great people to be with. They ... | 2★ (a year ago): All I can honestly say is do your research, know what flags have been raised by the state and the governing board.
If I could post the picture of what a open site looked like the day we got our family... | 5★ (2 years ago): My grandmother had to recover here after her surgery. The staff was very kind and just wonderful. Holly is a super social worker and very helpful with the knowledge she has. The physical therapist tre... | 5★ (4 years ago): The management here is amazing. They go above and beyond for their residents and staff with what little resources they have. I can say I’m pleased to know these people. Big shout out to Rachel who has...",30.6,45.4,25.5,25.3,27.3,14.1,9.6,9.6,25.5,51.7,60.5,34.0,27.1,29.0,50.1,71.9,34.5,31.4,58.57142857142858,20.714285714285715,68.57142857142857,76.42857142857142,31.428571428571427,62.857142857142854,29.28571428571428,72.85714285714286,81.42857142857143,55.79365079365079,46.0
445242,GREYSTONE HEALTH CARE CENTER,181 DUNLAP ROAD,BLOUNTVILLE,TN,37617,SULLIVAN,(423)323-7112,445242,10.94,27.82,1.44,97.7,0.0,31.8,18.2,7.8,9.74,445242,552.0,36.4760713,-82.41589010000001,google_places,ChIJ__wn-j2PWogRCty7ZmYVmIg,Greystone Healthcare Center,3.2,100,1.0,5,"1★ (4 months ago): Greystone is nothing but a joke. I wouldn’t send anyone here that I loved. They are heartless to the people that work there and to the residents | 1★ (5 months ago): My mom just came to this place last night she’s on a ventilator, im only giving one star for right now until I see how they are taking care of her! I will be watching and making sure she is being take... | 1★ (8 months ago): I have tried calling 10 things since 2:00 today to check on my uncle with no answer. I tried every option on the line to get through. there are no phones in the rooms for patient to use. My brother di... | 1★ (10 months ago): My friend/sister came to Greystone approximately one week and 2 days ago which is 4 hrs away from Nashville where her family and friends are. She went to be weaned off the ventilator. Before she left ... | 1★ (a year ago): This place is a disgrace for healthcare. My mother was a patient there for a patient for approximately one year.  If I could give it a minus review I would. She died due to negligence. She was nonresp...",15.0,45.1,11.8,31.6,45.2,31.4,9.2,9.2,11.8,33.8,44.9,51.8,36.6,33.7,39.5,57.4,17.8,20.2,94.28571428571428,20.714285714285715,67.14285714285714,85.0,78.57142857142857,97.14285714285714,70.0,91.42857142857143,97.14285714285714,77.93650793650792,70.0
445264,LAUGHLIN HEALTH CARE CENTER,801 E MCKEE ST,GREENEVILLE,TN,37743,GREENE,(423)638-9226,445264,12.08,49.86,0.85,89.5,2.6,75.0,56.3,2.9,,445264,409.0,36.1508444,-82.820184,google_places,ChIJ7xwgeAtPWogR-8vkq2eaiyI,Laughlin Healthcare Center,4.6,31,3.2,5,"1★ (3 weeks ago): If I could give negative stars, that would be my choice. My mother was transferred to LHC for rehab. First person took 3 oxygen machines in,  back out thinking they were defective. Nurse 2 comes in,  ... | 1★ (a month ago): Our mother was put in here for rehab. When we first got there, we called 3 times for help for her to use the bathroom. Wound up taking her ourselves. The tray she had was ludicrous. Rotten grapes, bad... | 4★ (a month ago): My dad had a short stay here for some recovery and he was treated very well and the staff was very helpful in assisting my sister and I with figuring out what our next steps should be with our dad aft... | 5★ (4 months ago): The nursing staff at this facility is outstanding—compassionate, professional, and truly dedicated to their residents. It's a comforting and supportive place where you can feel confident your loved on... | 5★ (4 months ago): Recently visited facility.  The facility was very clean and odor free.  The nursing staff were very friendly and smiling. The patients were clean , enjoying the activities that day.  The courtyard flo...",46.6,71.1,28.3,1.0,35.2,24.2,30.4,30.4,28.3,59.5,75.5,45.1,52.5,55.1,71.0,88.6,38.0,26.2,62.857142857142854,84.28571428571429,81.42857142857143,5.714285714285714,94.28571428571428,50.0,94.28571428571428,12.857142857142856,27.142857142857146,56.98412698412697,49.0
445291,ERWIN HEALTH CARE CENTER,100 STALLING LANE,ERWIN,TN,37650,UNICOI,(423)743-4131,445291,10.72,29.66,1.5,95.8,2.1,45.0,50.0,2.0,8.8,445291,649.0,36.1261921,-82.4279124,google_places,ChIJCyu642NuWogRaKym3fYv9x0,The Greens at Erwin Healthcare Center,4.3,21,5.0,5,"5★ (7 months ago): Erwin is a two hour drive for me to visit my dad, but I wouldn't change a thing. I really love this place. My dad is happy, and well taken care of, he's always clean and fresh. And the staff includes ... | 5★ (10 months ago): The best nursing home with the most skilled and caring nursing staff. Finally a place where people love my family as much as I do and take time with them everyday. Cannot recommend Erwin Health Care C... | 5★ (2 years ago): Very pleased with our experience with Erwin Healthcare. My mother lived her last years here and they were so good to her and so helpful. I highly recommend this facility. They were wonderful with keep... | 5★ (3 years ago): The staff is absolutely amazing. They took care of my father who had Alzheimer’s. I cannot say enough good things about this facility. Facility is clean and the staff is compassionate, efficient and a... | 5★ (6 years ago): I have always been beyond pleased with Erwin Health Care Center. They go above and beyond to make sure that their residents are taken care of. The employees are like family to their residents and thei...",35.0,69.2,13.6,22.6,52.8,39.2,29.5,29.5,13.6,40.5,59.6,62.0,57.8,56.9,60.8,73.3,19.4,6.0,48.57142857142857,77.85714285714286,57.14285714285714,90.0,70.0,95.71428571428572,82.85714285714285,67.14285714285715,37.857142857142854,69.68253968253968,66.0
445295,HOLSTON REHABILITATION AND CARE CENTER,3641 MEMORIAL BLVD,KINGSPORT,TN,37664,SULLIVAN,(423)246-2411,445295,10.56,43.13,1.61,100.0,0.0,37.5,35.4,0.0,6.84,445295,865.0,36.5314891,-82.5063327,google_places,ChIJQzm3wJCNWogR8uFxKPfqf_o,Holston Rehabilitation and Care Center,4.1,124,4.2,5,"5★ (a month ago): My mother-in-law is there they are treating her for a broken ankle she's in Rehabilitation they are very pleasant with her very encouraging of upbeat place clean Place take very good care of her overa... | 5★ (2 months ago): Have had several family members stay here. Everyone is friendly. My brother lives there and has enjoyed meeting others there. I'm always kept up on all information and welcomed there. Walking into my ... | 5★ (3 months ago): I have only great things to about Holston Rehabilitation and Care Center.
Very fine people that works very hard to give care, empathy and understanding of the residents and their families.
May God ble... | 1★ (5 months ago): My HUSBAND cares for a patient here and sits with him a couple days a week and as a retired caregiver of over 32 years it's sad that my husband has to pick up a bed remote off the floor in a puddle of... | 5★ (5 months ago): A family member of mine was recently in this facility.  The entire staff was kind and professional.  They touched base many times concerning her welfare.  The facilities were very clean. The facility ...",18.2,41.5,17.3,31.2,39.9,26.7,3.1,3.1,17.3,39.3,48.2,46.0,30.6,28.6,39.9,60.1,24.1,25.3,14.285714285714285,20.714285714285715,51.42857142857142,95.0,42.142857142857146,68.57142857142857,29.28571428571428,80.0,74.28571428571429,52.857142857142854,38.0
445302,LIFE CARE CENTER OF ELIZABETHTON,1641 HIGHWAY 19E,ELIZABETHTON,TN,37643,CARTER,(423)542-4133,445302,12.6,40.52,1.05,90.6,1.9,,,7.2,7.48,445302,820.0,36.333489,-82.204196,google_places,ChIJtbKOqCKAUIgRHEz6JyfMDu4,Life Care Center of Elizabethton,4.5,169,5.0,5,"5★ (2 weeks ago): I want to say I was blessed to find Life Care, almost a year ago both my parents began to stay at the facility, which was the hardest decision I ever had to make, but because of the love and care my p... | 5★ (2 months ago): Life Care Center of Elizabethton has been a true blessing for our family. From the moment we first walked through the doors, we were greeted with warmth, professionalism, and a genuine sense of care. ... | 5★ (2 months ago): Life Care Center of Elizabethton truly sets the standard for compassionate, professional care. From the moment we walked through the doors, the staff made us feel welcome, informed, and supported. The... | 5★ (2 months ago): Close friend of mine was a resident at this facility.  The staff were such wonderful caring individuals.  The food provided looked amazing.  The head nurse was so sweet when dealing with any issues th... | 5★ (2 months ago): Life Care Center of Elizabethton is truly a gem! From the moment you walk through the doors, you can feel the warmth and care that fills the entire facility. The staff is nothing short of incredible —...",18.1,56.2,8.4,36.8,58.5,44.3,24.4,24.4,8.4,23.0,40.7,66.0,51.5,47.7,43.1,54.3,2.4,13.0,91.42857142857143,72.85714285714285,88.57142857142857,29.28571428571429,52.85714285714286,77.14285714285715,92.85714285714286,4.285714285714281,4.285714285714281,57.06349206349206,50.0
445314,LIFE CARE CENTER OF MORRISTOWN,501 WEST ECONOMY ROAD,MORRISTOWN,TN,37814,HAMBLEN,(423)581-5435,445314,8.24,51.89,1.19,100.0,0.0,58.3,58.3,0.0,9.52,445314,878.0,36.206144099999996,-83.33579189999999,google_places,ChIJv4o2N9WWW4gR2ZpHkudX54g,Life Care Center of Morristown,4.3,49,5.0,5,"5★ (a week ago): I was very pleased with the care I received. The OT & PT was very friendly and helpful. Housekeeping , CNA, & the nurses were very caring. I went in with a broken tibia & non—weight bearing, I left us... | 5★ (2 weeks ago): Everyone was very helpful and kind. I enjoyed my visit with my aunt Libbey. It's nice to know someone will look after her in her time of need. | 5★ (a month ago): Staff is very friendly and helpful when asked. My mother (the patient) is quite comfortable and satisfied at Life Care Center of Morristown. | 5★ (a month ago): Went to visit an old friend. She was in her room getting ready to go out. Room was a little smelly, but I think I just came at the wrong time. They were changing her bed,etc ..  We had a good visit. | 5★ (5 months ago): To the staff at Life Care Center Morristown - thank you for the care and support you've been providing for my aunt since she's been a resident at your facility. Everyone I've dealt with has been profe...",69.2,81.5,55.2,28.3,24.0,27.1,48.8,48.8,55.2,86.4,99.3,31.8,57.2,63.7,90.0,111.4,65.4,54.9,14.285714285714285,20.714285714285715,4.285714285714286,57.14285714285714,77.14285714285715,47.14285714285714,29.28571428571428,37.857142857142854,25.0,34.76190476190476,8.0
445351,SIGNATURE HEALTHCARE OF GREENEVILLE,106 HOLT COURT,GREENEVILLE,TN,37743,GREENE,(423)639-0213,445351,10.73,58.79,1.0,98.1,1.0,66.2,68.9,2.0,7.23,445351,1163.0,36.170718,-82.844933,google_places,ChIJ1VBjUEhMWogR_ZkDhlk-1bI,Signature HealthCARE of Greeneville,4.3,71,3.4,5,"1★ (in the last week): The staff here do not care about anything but the check they get. The Administrator, James Mcdougal, mistreats his employees unless he has a personal relationship with them. I would not recommend send... | 5★ (a week ago): My grandmother was at signature healthcare For short term rehab. Her therapists Were all excellent and we were very happy that we choose signature. The floor staff were amazing and very caring . She a... | 5★ (3 weeks ago): This is my second visit at Signature Health Care for my rehabilitation!
Signature Health Care has been most outstanding place doctors could have sent me to recover from both amputations.
The nurses,CN... | 5★ (a month ago): I am so thankful for the love, care and concern everyone at Signature HealthCARE of Greeneville showed to my close friend and Brother in Christ. Prior to his passing, the nurses, staff and administrat... | 1★ (3 months ago): My husband died of a UTI in January 2024 at Signature. He was there for rehab after a stroke. He was suppose to go to a urologist because he developed a UTI from them taking out, and putting back in a...",46.8,70.2,29.1,0.9,33.2,22.4,29.9,29.9,29.1,60.4,76.0,43.2,51.2,54.0,70.9,88.9,39.0,27.5,48.57142857142857,52.142857142857146,58.57142857142858,24.285714285714285,48.57142857142857,19.999999999999996,66.42857142857143,19.999999999999996,12.857142857142856,39.04761904761905,17.0
